Fund Name:,SPDR® Gold Shares,,,,,,,,,,,,,,,,
Ticker Symbol:,GLD®,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,NAV,Shares Outstanding,Total Net Assets,,,,,,,,,,,,,,
05-May-2026,420.278476,361900000.0,152098780397.93,,,,,,,,,,,,,,
04-May-2026,425.804152,362500000.0,154354005069.99,,,,,,,,,,,,,,
01-May-2026,425.818151,362500000.0,154359079833.40,,,,,,,,,,,,,,
30-Apr-2026,423.475671,362500000.0,153509930615.84,,,,,,,,,,,,,,
29-Apr-2026,415.281394,363700000.0,151037842880.36,,,,,,,,,,,,,,
28-Apr-2026,419.217749,364300000.0,152721025809.65,,,,,,,,,,,,,,
27-Apr-2026,430.921284,365500000.0,157501729313.81,,,,,,,,,,,,,,
24-Apr-2026,432.717660,366300000.0,158504478988.86,,,,,,,,,,,,,,
23-Apr-2026,433.411385,367200000.0,159148660640.46,,,,,,,,,,,,,,
22-Apr-2026,435.524421,367800000.0,160185882089.78,,,,,,,,,,,,,,
21-Apr-2026,438.712289,369400000.0,162060319702.07,,,,,,,,,,,,,,
20-Apr-2026,442.097698,370900000.0,163974036026.73,,,,,,,,,,,,,,
17-Apr-2026,447.344009,371200000.0,166054096165.00,,,,,,,,,,,,,,
16-Apr-2026,440.284551,368500000.0,162244857069.48,,,,,,,,,,,,,,
15-Apr-2026,443.013152,368100000.0,163073141066.22,,,,,,,,,,,,,,
14-Apr-2026,440.399874,367300000.0,161758873776.97,,,,,,,,,,,,,,
13-Apr-2026,433.781283,366500000.0,158980840138.29,,,,,,,,,,,,,,
10-Apr-2026,438.489913,367100000.0,160969647109.11,,,,,,,,,,,,,,
09-Apr-2026,437.470072,368200000.0,161076480402.87,,,,,,,,,,,,,,
08-Apr-2026,440.227168,368400000.0,162179688551.69,,,,,,,,,,,,,,
07-Apr-2026,423.612511,368900000.0,156270655220.01,,,,,,,,,,,,,,
06-Apr-2026,426.158091,368900000.0,157209719864.48,,,,,,,,,,,,,,
02-Apr-2026,426.176773,367700000.0,156705199334.20,,,,,,,,,,,,,,
01-Apr-2026,435.338942,367700000.0,160074128898.75,,,,,,,,,,,,,,
31-Mar-2026,423.337403,366400000.0,155110824523.87,,,,,,,,,,,,,,
30-Mar-2026,416.063818,366000000.0,152279357229.33,,,,,,,,,,,,,,
27-Mar-2026,413.780029,367200000.0,151940026822.54,,,,,,,,,,,,,,
26-Mar-2026,409.401097,368300000.0,150782424112.64,,,,,,,,,,,,,,
25-Mar-2026,419.339605,368200000.0,154400842611.17,,,,,,,,,,,,,,
24-Mar-2026,405.467818,368400000.0,149374344165.38,,,,,,,,,,,,,,
23-Mar-2026,410.315211,368300000.0,151119092362.02,,,,,,,,,,,,,,
20-Mar-2026,419.178526,369800000.0,155012218868.94,,,,,,,,,,,,,,
19-Mar-2026,422.656802,371600000.0,157059267719.45,,,,,,,,,,,,,,
18-Mar-2026,447.436668,373300000.0,167028107992.37,,,,,,,,,,,,,,
17-Mar-2026,460.936531,374200000.0,172482449901.96,,,,,,,,,,,,,,
16-Mar-2026,458.924461,374600000.0,171913103006.53,,,,,,,,,,,,,,
13-Mar-2026,463.511485,374900000.0,173770455578.69,,,,,,,,,,,,,,
12-Mar-2026,471.373684,376400000.0,177425054530.25,,,,,,,,,,,,,,
11-Mar-2026,476.185016,376900000.0,179474132697.99,,,,,,,,,,,,,,
10-Mar-2026,478.699000,375600000.0,179799344395.68,,,,,,,,,,,,,,
09-Mar-2026,467.368852,374600000.0,175076371887.13,,,,,,,,,,,,,,
06-Mar-2026,471.171579,375400000.0,176877810779.50,,,,,,,,,,,,,,
05-Mar-2026,469.016525,376300000.0,176490918402.13,,,,,,,,,,,,,,
04-Mar-2026,473.112283,378100000.0,178883754110.81,,,,,,,,,,,,,,
03-Mar-2026,462.555461,384400000.0,177806319096.24,,,,,,,,,,,,,,
02-Mar-2026,488.322065,385200000.0,188101659748.20,,,,,,,,,,,,,,
27-Feb-2026,479.917751,385200000.0,184864317602.52,,,,,,,,,,,,,,
26-Feb-2026,474.871814,384000000.0,182350776687.67,,,,,,,,,,,,,,
25-Feb-2026,477.101567,383900000.0,183159291597.21,,,,,,,,,,,,,,
24-Feb-2026,470.552645,382700000.0,180080497196.67,,,,,,,,,,,,,,
23-Feb-2026,477.098175,380000000.0,181297306681.74,,,,,,,,,,,,,,
20-Feb-2026,464.409700,377300000.0,175221779961.29,,,,,,,,,,,,,,
19-Feb-2026,459.965673,377300000.0,173545048543.31,,,,,,,,,,,,,,
18-Feb-2026,459.832828,376200000.0,172989109934.18,,,,,,,,,,,,,,
17-Feb-2026,446.798455,376200000.0,168085578743.31,,,,,,,,,,,,,,
16-Feb-2026,459.090266,376700000.0,172939303206.02,,,,,,,,,,,,,,
13-Feb-2026,459.090266,376700000.0,172939303206.02,,,,,,,,,,,,,,
12-Feb-2026,463.526031,376400000.0,174471198083.26,,,,,,,,,,,,,,
11-Feb-2026,466.720870,378200000.0,176513832895.48,,,,,,,,,,,,,,
10-Feb-2026,462.456119,377500000.0,174577184989.29,,,,,,,,,,,,,,
09-Feb-2026,463.210604,377500000.0,174862003100.13,,,,,,,,,,,,,,
06-Feb-2026,454.807340,376300000.0,171144002125.75,,,,,,,,,,,,,,
05-Feb-2026,445.548053,376900000.0,167927061070.22,,,,,,,,,,,,,,
04-Feb-2026,458.228648,378300000.0,173347897595.28,,,,,,,,,,,,,,
03-Feb-2026,452.334892,378800000.0,171344456973.62,,,,,,,,,,,,,,
02-Feb-2026,433.379185,380100000.0,164727428231.21,,,,,,,,,,,,,,
30-Jan-2026,457.954556,380100000.0,174068528290.71,,,,,,,,,,,,,,
29-Jan-2026,496.869401,379900000.0,188760685515.92,,,,,,,,,,,,,,
28-Jan-2026,487.858882,381100000.0,185923020025.66,,,,,,,,,,,,,,
27-Jan-2026,465.547290,380200000.0,177001079573.61,,,,,,,,,,,,,,
26-Jan-2026,467.993738,379900000.0,177790821241.98,,,,,,,,,,,,,,
23-Jan-2026,454.717057,379900000.0,172747009909.85,,,,,,,,,,,,,,
22-Jan-2026,444.221015,377500000.0,167693433310.21,,,,,,,,,,,,,,
21-Jan-2026,447.393663,376800000.0,168577932354.36,,,,,,,,,,,,,,
20-Jan-2026,436.483758,378200000.0,165078157092.61,,,,,,,,,,,,,,
19-Jan-2026,423.927985,379600000.0,160923063278.22,,,,,,,,,,,,,,
16-Jan-2026,423.927985,379600000.0,160923063278.22,,,,,,,,,,,,,,
15-Jan-2026,423.914241,375800000.0,159306971619.00,,,,,,,,,,,,,,
14-Jan-2026,423.518891,375600000.0,159073695383.30,,,,,,,,,,,,,,
13-Jan-2026,425.045354,375600000.0,159647035012.14,,,,,,,,,,,,,,
12-Jan-2026,424.121287,374400000.0,158791009720.09,,,,,,,,,,,,,,
09-Jan-2026,413.179916,372100000.0,153744246563.42,,,,,,,,,,,,,,
08-Jan-2026,407.251600,373000000.0,151904846940.89,,,,,,,,,,,,,,
07-Jan-2026,408.051708,373000000.0,152203287205.82,,,,,,,,,,,,,,
06-Jan-2026,412.871441,373000000.0,154001047611.31,,,,,,,,,,,,,,
05-Jan-2026,409.753173,372300000.0,152551106159.45,,,,,,,,,,,,,,
02-Jan-2026,400.250884,372300000.0,149013404123.31,,,,,,,,,,,,,,
01-Jan-2026,396.120423,374200000.0,148228262258.13,,,,,,,,,,,,,,
31-Dec-2025,396.120423,374200000.0,148228262258.13,,,,,,,,,,,,,,
30-Dec-2025,401.629882,374700000.0,150490716880.74,,,,,,,,,,,,,,
29-Dec-2025,398.805840,374700000.0,149432548072.06,,,,,,,,,,,,,,
26-Dec-2025,412.041646,374400000.0,154268392292.78,,,,,,,,,,,,,,
25-Dec-2025,412.050677,373400000.0,153859722899.67,,,,,,,,,,,,,,
24-Dec-2025,412.050677,373400000.0,153859722899.67,,,,,,,,,,,,,,
23-Dec-2025,409.166955,372100000.0,152251024010.17,,,,,,,,,,,,,,
22-Dec-2025,406.618936,372100000.0,151302906124.10,,,,,,,,,,,,,,
19-Dec-2025,398.901020,367900000.0,146755685128.37,,,,,,,,,,,,,,
18-Dec-2025,398.514466,367900000.0,146613472146.40,,,,,,,,,,,,,,
17-Dec-2025,399.323679,367900000.0,146911181524.49,,,,,,,,,,,,,,
16-Dec-2025,397.681571,367600000.0,146187745576.88,,,,,,,,,,,,,,
15-Dec-2025,396.917877,367600000.0,145907011508.71,,,,,,,,,,,,,,
12-Dec-2025,399.791640,368100000.0,147163302537.55,,,,,,,,,,,,,,
11-Dec-2025,389.070878,367300000.0,142905733606.67,,,,,,,,,,,,,,
10-Dec-2025,386.297274,365900000.0,141346172474.77,,,,,,,,,,,,,,
09-Dec-2025,386.103745,366300000.0,141429801831.04,,,,,,,,,,,,,,
08-Dec-2025,385.211148,366700000.0,141256928064.95,,,,,,,,,,,,,,
05-Dec-2025,390.259958,367100000.0,143264430585.30,,,,,,,,,,,,,,
04-Dec-2025,386.362959,367100000.0,141833842535.88,,,,,,,,,,,,,,
03-Dec-2025,387.259703,365700000.0,141620873409.93,,,,,,,,,,,,,,
02-Dec-2025,387.673397,366300000.0,142004765401.91,,,,,,,,,,,,,,
01-Dec-2025,389.895116,366900000.0,143052518177.14,,,,,,,,,,,,,,
28-Nov-2025,385.509696,365300000.0,140826691858.26,,,,,,,,,,,,,,
27-Nov-2025,380.784124,365300000.0,139100440340.76,,,,,,,,,,,,,,
26-Nov-2025,380.784124,365300000.0,139100440340.76,,,,,,,,,,,,,,
25-Nov-2025,379.578346,363700000.0,138052644337.42,,,,,,,,,,,,,,
24-Nov-2025,375.497196,363700000.0,136568330245.53,,,,,,,,,,,,,,
21-Nov-2025,374.663017,363600000.0,136227473122.65,,,,,,,,,,,,,,
20-Nov-2025,376.300327,363200000.0,136672278943.37,,,,,,,,,,,,,,
19-Nov-2025,379.649066,364700000.0,138458014511.74,,,,,,,,,,,,,,
18-Nov-2025,373.571269,363900000.0,135942584938.94,,,,,,,,,,,,,,
17-Nov-2025,374.647297,363900000.0,136334151344.31,,,,,,,,,,,,,,
14-Nov-2025,374.530796,364800000.0,136628834229.70,,,,,,,,,,,,,,
13-Nov-2025,385.998724,366400000.0,141429932343.02,,,,,,,,,,,,,,
12-Nov-2025,380.581678,365600000.0,139140661525.21,,,,,,,,,,,,,,
11-Nov-2025,379.347883,365500000.0,138651651400.95,,,,,,,,,,,,,,
10-Nov-2025,376.310046,364000000.0,136976856589.90,,,,,,,,,,,,,,
07-Nov-2025,367.472365,364000000.0,133759940839.02,,,,,,,,,,,,,,
06-Nov-2025,366.776871,363400000.0,133286714834.19,,,,,,,,,,,,,,
05-Nov-2025,365.096516,362800000.0,132457015826.24,,,,,,,,,,,,,,
04-Nov-2025,363.526593,362800000.0,131887447803.45,,,,,,,,,,,,,,
03-Nov-2025,370.355508,363900000.0,134772369325.95,,,,,,,,,,,,,,
31-Oct-2025,369.102075,363000000.0,133984053093.39,,,,,,,,,,,,,,
30-Oct-2025,367.509186,363400000.0,133552838225.08,,,,,,,,,,,,,,
29-Oct-2025,368.668346,361900000.0,133421074378.75,,,,,,,,,,,,,,
28-Oct-2025,363.315523,362900000.0,131847203213.57,,,,,,,,,,,,,,
27-Oct-2025,365.372048,362900000.0,132593516292.52,,,,,,,,,,,,,,
24-Oct-2025,377.681157,365700000.0,138117998979.17,,,,,,,,,,,,,,
23-Oct-2025,381.307148,367600000.0,140168507585.95,,,,,,,,,,,,,,
22-Oct-2025,374.523230,367600000.0,137674739268.97,,,,,,,,,,,,,,
21-Oct-2025,383.694704,369800000.0,141890301484.77,,,,,,,,,,,,,,
20-Oct-2025,395.181131,369800000.0,146137982353.76,,,,,,,,,,,,,,
17-Oct-2025,388.787856,365800000.0,142218597679.99,,,,,,,,,,,,,,
16-Oct-2025,392.215996,361400000.0,141746894409.26,,,,,,,,,,,,,,
15-Oct-2025,386.941937,357200000.0,138215660046.97,,,,,,,,,,,,,,
14-Oct-2025,379.739070,356800000.0,135490900219.42,,,,,,,,,,,,,,
13-Oct-2025,376.949742,355900000.0,134156413312.24,,,,,,,,,,,,,,
10-Oct-2025,365.783328,355300000.0,129962816589.18,,,,,,,,,,,,,,
09-Oct-2025,369.906241,354000000.0,130946809217.01,,,,,,,,,,,,,,
08-Oct-2025,371.824779,354400000.0,131774701739.85,,,,,,,,,,,,,,
07-Oct-2025,366.209657,353900000.0,129601597558.27,,,,,,,,,,,,,,
06-Oct-2025,363.493010,353800000.0,128603826936.68,,,,,,,,,,,,,,
03-Oct-2025,357.635391,354400000.0,126745982627.27,,,,,,,,,,,,,,
02-Oct-2025,356.939581,354700000.0,126606469478.40,,,,,,,,,,,,,,
01-Oct-2025,356.381869,355800000.0,126800668916.23,,,,,,,,,,,,,,
30-Sep-2025,352.086119,353700000.0,124532860222.09,,,,,,,,,,,,,,
29-Sep-2025,352.232685,353300000.0,124443807762.89,,,,,,,,,,,,,,
26-Sep-2025,346.996166,351200000.0,121865053532.61,,,,,,,,,,,,,,
25-Sep-2025,343.400027,348100000.0,119537549263.81,,,,,,,,,,,,,,
24-Sep-2025,346.244153,348100000.0,120527589814.68,,,,,,,,,,,,,,
23-Sep-2025,348.291903,349400000.0,121693190869.79,,,,,,,,,,,,,,
22-Sep-2025,342.394030,349400000.0,119632474087.38,,,,,,,,,,,,,,
19-Sep-2025,337.198605,347300000.0,117109075405.20,,,,,,,,,,,,,,
18-Sep-2025,335.411528,340700000.0,114274707689.42,,,,,,,,,,,,,,
17-Sep-2025,338.849435,340700000.0,115446002491.28,,,,,,,,,,,,,,
16-Sep-2025,340.178963,342200000.0,116409241170.00,,,,,,,,,,,,,,
15-Sep-2025,336.707029,341100000.0,114850767706.10,,,,,,,,,,,,,,
12-Sep-2025,336.115024,340400000.0,114413554224.01,,,,,,,,,,,,,,
11-Sep-2025,334.134588,341500000.0,114106961898.84,,,,,,,,,,,,,,
10-Sep-2025,336.090144,342200000.0,115010047362.77,,,,,,,,,,,,,,
09-Sep-2025,335.983309,342000000.0,114906291664.91,,,,,,,,,,,,,,
08-Sep-2025,334.430522,342000000.0,114375238575.79,,,,,,,,,,,,,,
05-Sep-2025,330.932481,342800000.0,113443654599.87,,,,,,,,,,,,,,
04-Sep-2025,326.492347,342800000.0,111921576714.63,,,,,,,,,,,,,,
03-Sep-2025,327.407702,343600000.0,112497286241.98,,,,,,,,,,,,,,
02-Sep-2025,321.314376,345800000.0,111110511409.45,,,,,,,,,,,,,,
29-Aug-2025,315.724112,341300000.0,107756639409.99,,,,,,,,,,,,,,
28-Aug-2025,313.747442,337900000.0,106015260603.15,,,,,,,,,,,,,,
27-Aug-2025,310.868174,336000000.0,104451706505.47,,,,,,,,,,,,,,
26-Aug-2025,310.019662,335100000.0,103887588848.37,,,,,,,,,,,,,,
25-Aug-2025,306.997596,334600000.0,102721395717.86,,,,,,,,,,,,,,
22-Aug-2025,307.007690,334000000.0,102540568317.02,,,,,,,,,,,,,,
21-Aug-2025,307.384057,334000000.0,102666274909.84,,,,,,,,,,,,,,
20-Aug-2025,307.972256,334500000.0,103016719692.73,,,,,,,,,,,,,,
19-Aug-2025,307.036219,335900000.0,103133465849.19,,,,,,,,,,,,,,
18-Aug-2025,306.850780,337000000.0,103408712896.19,,,,,,,,,,,,,,
15-Aug-2025,307.146382,337000000.0,103508330866.07,,,,,,,,,,,,,,
14-Aug-2025,307.918777,335600000.0,103337541687.12,,,,,,,,,,,,,,
13-Aug-2025,309.814791,336600000.0,104283658678.02,,,,,,,,,,,,,,
12-Aug-2025,307.874893,336600000.0,103630688817.77,,,,,,,,,,,,,,
11-Aug-2025,309.084766,336600000.0,104037932398.42,,,,,,,,,,,,,,
08-Aug-2025,312.571753,335000000.0,104711537148.78,,,,,,,,,,,,,,
07-Aug-2025,311.617028,334700000.0,104298219369.55,,,,,,,,,,,,,,
06-Aug-2025,310.537915,332500000.0,103253856863.51,,,,,,,,,,,,,,
05-Aug-2025,310.845347,333600000.0,103698007846.59,,,,,,,,,,,,,,
04-Aug-2025,311.286371,333200000.0,103720618868.32,,,,,,,,,,,,,,
01-Aug-2025,308.237821,332600000.0,102519899420.83,,,,,,,,,,,,,,
31-Jul-2025,303.818960,333100000.0,101202095722.91,,,,,,,,,,,,,,
30-Jul-2025,304.324398,333400000.0,101461754374.66,,,,,,,,,,,,,,
29-Jul-2025,305.451718,333700000.0,101929238438.18,,,,,,,,,,,,,,
28-Jul-2025,304.418604,333700000.0,101584488233.05,,,,,,,,,,,,,,
25-Jul-2025,307.952659,334000000.0,102856187970.69,,,,,,,,,,,,,,
24-Jul-2025,310.015137,334000000.0,103545055651.86,,,,,,,,,,,,,,
23-Jul-2025,314.413133,333200000.0,104762455914.62,,,,,,,,,,,,,,
22-Jul-2025,314.075698,333200000.0,104650022514.51,,,,,,,,,,,,,,
21-Jul-2025,311.900262,330500000.0,103083036662.94,,,,,,,,,,,,,,
18-Jul-2025,309.045204,329300000.0,101768585801.75,,,,,,,,,,,,,,
17-Jul-2025,305.676629,331000000.0,101178964203.10,,,,,,,,,,,,,,
16-Jul-2025,306.168268,331800000.0,101586631425.49,,,,,,,,,,,,,,
15-Jul-2025,308.133995,330700000.0,101899912240.33,,,,,,,,,,,,,,
14-Jul-2025,308.694759,330700000.0,102085356933.88,,,,,,,,,,,,,,
11-Jul-2025,308.792434,330700000.0,102117657934.13,,,,,,,,,,,,,,
10-Jul-2025,305.155490,331000000.0,101006467271.89,,,,,,,,,,,,,,
09-Jul-2025,304.011438,330500000.0,100475780662.79,,,,,,,,,,,,,,
08-Jul-2025,305.360310,330200000.0,100829974404.46,,,,,,,,,,,,,,
07-Jul-2025,305.418953,330600000.0,100971505770.51,,,,,,,,,,,,,,
03-Jul-2025,306.980684,330600000.0,101487814183.68,,,,,,,,,,,,,,
02-Jul-2025,307.311217,330600000.0,101597088424.68,,,,,,,,,,,,,,
01-Jul-2025,308.540316,330800000.0,102065136577.81,,,,,,,,,,,,,,
30-Jun-2025,302.871244,332300000.0,100644114369.24,,,,,,,,,,,,,,
27-Jun-2025,301.434258,333100000.0,100407751225.74,,,,,,,,,,,,,,
26-Jun-2025,305.764475,332600000.0,101697264651.41,,,,,,,,,,,,,,
25-Jun-2025,305.726354,332600000.0,101684585258.39,,,,,,,,,,,,,,
24-Jun-2025,304.278184,333400000.0,101446346643.86,,,,,,,,,,,,,,
23-Jun-2025,311.474603,334000000.0,104032517481.67,,,,,,,,,,,,,,
20-Jun-2025,310.351249,331500000.0,102881439131.05,,,,,,,,,,,,,,
18-Jun-2025,312.500776,330500000.0,103281506635.35,,,,,,,,,,,,,,
17-Jun-2025,312.223113,330000000.0,103033627144.41,,,,,,,,,,,,,,
16-Jun-2025,313.069801,328600000.0,102874736564.63,,,,,,,,,,,,,,
13-Jun-2025,316.559222,328100000.0,103863080624.26,,,,,,,,,,,,,,
12-Jun-2025,312.512244,327200000.0,102254006159.12,,,,,,,,,,,,,,
11-Jun-2025,306.829372,325900000.0,99995692490.02,,,,,,,,,,,,,,
10-Jun-2025,307.570018,326500000.0,100421610863.21,,,,,,,,,,,,,,
09-Jun-2025,305.877075,326500000.0,99868864976.74,,,,,,,,,,,,,,
06-Jun-2025,307.786309,325800000.0,100276779331.94,,,,,,,,,,,,,,
05-Jun-2025,310.988709,326300000.0,101475615726.29,,,,,,,,,,,,,,
04-Jun-2025,310.070207,326300000.0,101175908602.50,,,,,,,,,,,,,,
03-Jun-2025,307.321704,326300000.0,100279072087.13,,,,,,,,,,,,,,
02-Jun-2025,310.653170,325400000.0,101086541607.22,,,,,,,,,,,,,,
30-May-2025,302.061758,324400000.0,97988834293.13,,,,,,,,,,,,,,
29-May-2025,305.277931,324400000.0,99032160812.83,,,,,,,,,,,,,,
28-May-2025,304.216467,322800000.0,98201075445.86,,,,,,,,,,,,,,
27-May-2025,303.837206,321700000.0,97744429230.41,,,,,,,,,,,,,,
23-May-2025,308.086861,321700000.0,99111543049.12,,,,,,,,,,,,,,
22-May-2025,302.683212,322200000.0,97524530935.04,,,,,,,,,,,,,,
21-May-2025,304.129326,320800000.0,97564687738.94,,,,,,,,,,,,,,
20-May-2025,300.620165,321400000.0,96619320970.70,,,,,,,,,,,,,,
19-May-2025,297.728648,321200000.0,95630441596.67,,,,,,,,,,,,,,
16-May-2025,293.386902,320400000.0,94001163288.72,,,,,,,,,,,,,,
15-May-2025,294.136867,323500000.0,95153276358.32,,,,,,,,,,,,,,
14-May-2025,294.223062,325000000.0,95622495206.24,,,,,,,,,,,,,,
13-May-2025,297.545170,326600000.0,97178252440.75,,,,,,,,,,,,,,
12-May-2025,298.235255,327500000.0,97672045916.78,,,,,,,,,,,,,,
09-May-2025,306.464083,327100000.0,100244401709.59,,,,,,,,,,,,,,
08-May-2025,309.026565,327600000.0,101237102752.71,,,,,,,,,,,,,,
07-May-2025,312.714170,326900000.0,102226262210.54,,,,,,,,,,,,,,
06-May-2025,312.643821,327000000.0,102234529328.01,,,,,,,,,,,,,,
05-May-2025,299.574967,327500000.0,98110801650.51,,,,,,,,,,,,,,
02-May-2025,299.584816,329200000.0,98623321456.48,,,,,,,,,,,,,,
01-May-2025,296.364995,329600000.0,97681902197.70,,,,,,,,,,,,,,
30-Apr-2025,304.419091,329200000.0,100214764735.18,,,,,,,,,,,,,,
29-Apr-2025,304.699088,330200000.0,100611638946.88,,,,,,,,,,,,,,
28-Apr-2025,303.895499,329900000.0,100255125038.94,,,,,,,,,,,,,,
25-Apr-2025,302.153264,329900000.0,99680361662.65,,,,,,,,,,,,,,
24-Apr-2025,305.610228,330700000.0,101065302247.75,,,,,,,,,,,,,,
23-Apr-2025,300.836563,330900000.0,99546818566.36,,,,,,,,,,,,,,
22-Apr-2025,316.572657,330400000.0,104595605890.86,,,,,,,,,,,,,,
21-Apr-2025,304.781171,334400000.0,101918823488.27,,,,,,,,,,,,,,
17-Apr-2025,304.794531,332000000.0,101191784432.25,,,,,,,,,,,,,,
16-Apr-2025,306.388670,333700000.0,102241899199.05,,,,,,,,,,,,,,
15-Apr-2025,296.865675,332300000.0,98648463653.73,,,,,,,,,,,,,,
14-Apr-2025,295.448736,332300000.0,98177614921.05,,,,,,,,,,,,,,
11-Apr-2025,297.883896,332300000.0,98986818489.46,,,,,,,,,,,,,,
10-Apr-2025,289.831717,331100000.0,95963281407.56,,,,,,,,,,,,,,
09-Apr-2025,283.596181,326700000.0,92650872248.25,,,,,,,,,,,,,,
08-Apr-2025,278.055039,322700000.0,89728361163.70,,,,,,,,,,,,,,
07-Apr-2025,277.998124,323000000.0,89793393960.18,,,,,,,,,,,,,,
04-Apr-2025,281.674286,325100000.0,91572310498.66,,,,,,,,,,,,,,
03-Apr-2025,287.544473,326300000.0,93825761624.39,,,,,,,,,,,,,,
02-Apr-2025,287.699837,324800000.0,93444907118.78,,,,,,,,,,,,,,
01-Apr-2025,288.989880,324600000.0,93806115024.82,,,,,,,,,,,,,,
31-Mar-2025,287.277195,325300000.0,93451271551.85,,,,,,,,,,,,,,
28-Mar-2025,283.273671,324800000.0,92007288210.41,,,,,,,,,,,,,,
27-Mar-2025,281.888409,324000000.0,91331844607.69,,,,,,,,,,,,,,
26-Mar-2025,277.897064,323900000.0,90010859001.06,,,,,,,,,,,,,,
25-Mar-2025,279.002500,323900000.0,90368909601.32,,,,,,,,,,,,,,
24-Mar-2025,277.395791,323800000.0,89820757009.98,,,,,,,,,,,,,,
21-Mar-2025,277.953811,324300000.0,90140421031.29,,,,,,,,,,,,,,
20-Mar-2025,280.212385,317300000.0,88911389860.30,,,,,,,,,,,,,,
19-Mar-2025,279.237599,316900000.0,88490395178.96,,,,,,,,,,,,,,
18-Mar-2025,279.079221,316200000.0,88244849561.23,,,,,,,,,,,,,,
17-Mar-2025,276.379333,316200000.0,87391145248.87,,,,,,,,,,,,,,
14-Mar-2025,274.686357,315900000.0,86773420202.34,,,,,,,,,,,,,,
13-Mar-2025,274.320258,315600000.0,86575473419.13,,,,,,,,,,,,,,
12-Mar-2025,269.778590,313100000.0,84467676395.74,,,,,,,,,,,,,,
11-Mar-2025,269.052551,311900000.0,83917490783.50,,,,,,,,,,,,,,
10-Mar-2025,268.437238,310700000.0,83403449727.91,,,,,,,,,,,,,,
07-Mar-2025,270.379326,311600000.0,84250198132.32,,,,,,,,,,,,,,
06-Mar-2025,269.556404,313100000.0,84398110184.49,,,,,,,,,,,,,,
05-Mar-2025,268.733474,313700000.0,84301690684.77,,,,,,,,,,,,,,
04-Mar-2025,268.058179,314200000.0,84223879702.93,,,,,,,,,,,,,,
03-Mar-2025,265.735721,313900000.0,83414442713.14,,,,,,,,,,,,,,
28-Feb-2025,261.485758,315100000.0,82394162386.91,,,,,,,,,,,,,,
27-Feb-2025,265.756455,315700000.0,83899312839.36,,,,,,,,,,,,,,
26-Feb-2025,267.623371,316000000.0,84568985244.07,,,,,,,,,,,,,,
25-Feb-2025,270.602250,316300000.0,85591491518.24,,,,,,,,,,,,,,
24-Feb-2025,270.480641,316200000.0,85525978545.76,,,,,,,,,,,,,,
21-Feb-2025,270.697162,315100000.0,85296675781.30,,,,,,,,,,,,,,
20-Feb-2025,270.506345,307900000.0,83288903591.26,,,,,,,,,,,,,,
19-Feb-2025,270.952238,305900000.0,82884291439.75,,,,,,,,,,,,,,
18-Feb-2025,270.055494,303100000.0,81853820471.69,,,,,,,,,,,,,,
17-Feb-2025,269.527465,300700000.0,81046908690.36,,,,,,,,,,,,,,
14-Feb-2025,269.527465,300700000.0,81046908690.36,,,,,,,,,,,,,,
13-Feb-2025,268.981362,301100000.0,80990288215.80,,,,,,,,,,,,,,
12-Feb-2025,266.788086,301900000.0,80543323144.76,,,,,,,,,,,,,,
11-Feb-2025,267.151009,303700000.0,81133761463.01,,,,,,,,,,,,,,
10-Feb-2025,267.989320,303400000.0,81307959795.69,,,,,,,,,,,,,,
07-Feb-2025,265.247302,302500000.0,80237308762.62,,,,,,,,,,,,,,
06-Feb-2025,261.954818,301000000.0,78848400099.12,,,,,,,,,,,,,,
05-Feb-2025,264.930000,301000000.0,79743930699.05,,,,,,,,,,,,,,
04-Feb-2025,262.385205,300600000.0,78872992529.71,,,,,,,,,,,,,,
03-Feb-2025,260.777309,301500000.0,78624358590.45,,,,,,,,,,,,,,
31-Jan-2025,259.488926,301200000.0,78158065340.11,,,,,,,,,,,,,,
30-Jan-2025,257.202534,301000000.0,77417962845.54,,,,,,,,,,,,,,
29-Jan-2025,254.348426,301400000.0,76660615513.44,,,,,,,,,,,,,,
28-Jan-2025,253.945057,299900000.0,76158122925.55,,,,,,,,,,,,,,
27-Jan-2025,253.070913,298500000.0,75541667527.89,,,,,,,,,,,,,,
24-Jan-2025,256.254693,299600000.0,76773907619.37,,,,,,,,,,,,,,
23-Jan-2025,253.252879,301000000.0,76229116641.72,,,,,,,,,,,,,,
22-Jan-2025,253.952578,302800000.0,76896840697.24,,,,,,,,,,,,,,
21-Jan-2025,252.663054,303600000.0,76708503056.87,,,,,,,,,,,,,,
20-Jan-2025,250.587226,306100000.0,76704749977.69,,,,,,,,,,,,,,
17-Jan-2025,250.587226,306100000.0,76704749977.69,,,,,,,,,,,,,,
16-Jan-2025,250.710012,302500000.0,75839778640.46,,,,,,,,,,,,,,
15-Jan-2025,247.130052,303800000.0,75078109691.46,,,,,,,,,,,,,,
14-Jan-2025,246.144745,303800000.0,74778773570.17,,,,,,,,,,,,,,
13-Jan-2025,246.378287,304500000.0,75022188374.50,,,,,,,,,,,,,,
10-Jan-2025,248.043884,305300000.0,75727797720.12,,,,,,,,,,,,,,
09-Jan-2025,245.482314,303300000.0,74454785910.25,,,,,,,,,,,,,,
08-Jan-2025,245.482314,303300000.0,74454785910.25,,,,,,,,,,,,,,
