Fund Name:,SPDR® Gold Shares,,,,,,,,,,,,,,,,
Ticker Symbol:,GLD®,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date,NAV,Shares Outstanding,Total Net Assets,,,,,,,,,,,,,,
02-Apr-2021,161.715516,354300000.0,57295807179.94,,,,,,,,,,,,,,
01-Apr-2021,161.715516,354300000.0,57295807179.94,,,,,,,,,,,,,,
31-Mar-2021,158.436934,355900000.0,56387704956.00,,,,,,,,,,,,,,
30-Mar-2021,157.773226,355900000.0,56151491698.80,,,,,,,,,,,,,,
29-Mar-2021,159.836891,355900000.0,56885949624.63,,,,,,,,,,,,,,
26-Mar-2021,162.264975,355600000.0,57701425282.79,,,,,,,,,,,,,,
25-Mar-2021,162.782237,357800000.0,58243484413.36,,,,,,,,,,,,,,
24-Mar-2021,162.146696,357800000.0,58016087870.13,,,,,,,,,,,,,,
23-Mar-2021,161.745459,358600000.0,58001921619.58,,,,,,,,,,,,,,
22-Mar-2021,162.679786,360800000.0,58694866736.06,,,,,,,,,,,,,,
19-Mar-2021,162.596095,360800000.0,58664670915.55,,,,,,,,,,,,,,
18-Mar-2021,161.726242,359600000.0,58156756704.31,,,,,,,,,,,,,,
17-Mar-2021,162.079480,359600000.0,58283781005.27,,,,,,,,,,,,,,
16-Mar-2021,162.582680,360300000.0,58578539613.00,,,,,,,,,,,,,,
15-Mar-2021,161.520694,360300000.0,58195905880.41,,,,,,,,,,,,,,
12-Mar-2021,159.759267,360900000.0,57657119419.74,,,,,,,,,,,,,,
11-Mar-2021,161.583950,362000000.0,58493389780.35,,,,,,,,,,,,,,
10-Mar-2021,160.831243,363700000.0,58494322943.58,,,,,,,,,,,,,,
09-Mar-2021,160.898612,364300000.0,58615364331.17,,,,,,,,,,,,,,
08-Mar-2021,158.102716,364800000.0,57675870808.91,,,,,,,,,,,,,,
05-Mar-2021,158.970193,366800000.0,58310266664.61,,,,,,,,,,,,,,
04-Mar-2021,160.457458,369900000.0,59353213570.49,,,,,,,,,,,,,,
03-Mar-2021,160.393609,371300000.0,59554147177.20,,,,,,,,,,,,,,
02-Mar-2021,161.562623,372800000.0,60230545824.29,,,,,,,,,,,,,,
01-Mar-2021,162.530076,371900000.0,60444935191.78,,,,,,,,,,,,,,
26-Feb-2021,163.351108,375000000.0,61256665605.28,,,,,,,,,,,,,,
25-Feb-2021,166.803087,377300000.0,62934804674.81,,,,,,,,,,,,,,
24-Feb-2021,167.587769,379400000.0,63582799511.26,,,,,,,,,,,,,,
23-Feb-2021,168.681850,380800000.0,64234048399.39,,,,,,,,,,,,,,
22-Feb-2021,169.414985,382500000.0,64801231961.70,,,,,,,,,,,,,,
19-Feb-2021,167.428228,386700000.0,64744495895.07,,,,,,,,,,,,,,
18-Feb-2021,166.206568,388500000.0,64571251661.33,,,,,,,,,,,,,,
17-Feb-2021,166.916235,388500000.0,64846957419.71,,,,,,,,,,,,,,
16-Feb-2021,168.188436,389800000.0,65559852393.42,,,,,,,,,,,,,,
15-Feb-2021,170.267848,391700000.0,66693915899.52,,,,,,,,,,,,,,
12-Feb-2021,170.267848,391700000.0,66693915899.52,,,,,,,,,,,,,,
11-Feb-2021,172.496378,391700000.0,67566831123.66,,,,,,,,,,,,,,
10-Feb-2021,172.737341,393200000.0,67920322622.10,,,,,,,,,,,,,,
09-Feb-2021,172.453284,393800000.0,67912103250.83,,,,,,,,,,,,,,
08-Feb-2021,172.047343,395200000.0,67993110048.10,,,,,,,,,,,,,,
05-Feb-2021,169.024674,396600000.0,67035185740.44,,,,,,,,,,,,,,
04-Feb-2021,167.427449,397600000.0,66569153723.78,,,,,,,,,,,,,,
03-Feb-2021,172.076460,396800000.0,68279939256.45,,,,,,,,,,,,,,
02-Feb-2021,171.857945,396800000.0,68193232469.30,,,,,,,,,,,,,,
01-Feb-2021,174.659388,396800000.0,69304845246.09,,,,,,,,,,,,,,
29-Jan-2021,174.744852,397700000.0,69496027528.82,,,,,,,,,,,,,,
28-Jan-2021,173.799514,399300000.0,69398145906.71,,,,,,,,,,,,,,
27-Jan-2021,172.797894,400800000.0,69257396108.69,,,,,,,,,,,,,,
26-Jan-2021,174.075294,401900000.0,69960860828.77,,,,,,,,,,,,,,
25-Jan-2021,174.100649,402200000.0,70023280996.76,,,,,,,,,,,,,,
22-Jan-2021,173.717147,402200000.0,69869036714.99,,,,,,,,,,,,,,
21-Jan-2021,174.600651,402500000.0,70276761951.74,,,,,,,,,,,,,,
20-Jan-2021,174.086732,402500000.0,70069910730.88,,,,,,,,,,,,,,
19-Jan-2021,172.034701,402500000.0,69243967030.84,,,,,,,,,,,,,,
18-Jan-2021,172.445519,403700000.0,69616262052.39,,,,,,,,,,,,,,
15-Jan-2021,172.445519,403700000.0,69616262052.39,,,,,,,,,,,,,,
14-Jan-2021,172.705324,398000000.0,68736719043.10,,,,,,,,,,,,,,
13-Jan-2021,174.310978,401500000.0,69985857816.86,,,,,,,,,,,,,,
12-Jan-2021,172.662236,405100000.0,69945471677.89,,,,,,,,,,,,,,
11-Jan-2021,173.226851,405100000.0,70174197141.97,,,,,,,,,,,,,,
08-Jan-2021,174.700845,405100000.0,70771312355.06,,,,,,,,,,,,,,
07-Jan-2021,180.069206,405100000.0,72946035265.40,,,,,,,,,,,,,,
06-Jan-2021,181.182932,406700000.0,73687098614.21,,,,,,,,,,,,,,
05-Jan-2021,181.972996,406700000.0,74008417577.59,,,,,,,,,,,,,,
04-Jan-2021,182.242374,407100000.0,74190870491.80,,,,,,,,,,,,,,
31-Dec-2020,177.362216,401200000.0,71157721250.97,,,,,,,,,,,,,,
30-Dec-2020,177.035793,400900000.0,70973649227.12,,,,,,,,,,,,,,
29-Dec-2020,175.789936,400900000.0,70474185174.56,,,,,,,,,,,,,,
28-Dec-2020,175.627678,400900000.0,70409136206.20,,,,,,,,,,,,,,
25-Dec-2020,175.635377,400100000.0,70271714414.12,,,,,,,,,,,,,,
24-Dec-2020,175.635377,400100000.0,70271714414.12,,,,,,,,,,,,,,
23-Dec-2020,175.867159,400100000.0,70364450509.16,,,,,,,,,,,,,,
22-Dec-2020,176.066108,400100000.0,70444049622.54,,,,,,,,,,,,,,
21-Dec-2020,176.340113,400900000.0,70694751353.94,,,,,,,,,,,,,,
18-Dec-2020,176.322455,400200000.0,70564246646.92,,,,,,,,,,,,,,
17-Dec-2020,177.356401,400200000.0,70978031637.49,,,,,,,,,,,,,,
16-Dec-2020,173.718153,401000000.0,69660979722.59,,,,,,,,,,,,,,
15-Dec-2020,173.598092,401000000.0,69612834814.00,,,,,,,,,,,,,,
14-Dec-2020,171.770517,401400000.0,68948685657.56,,,,,,,,,,,,,,
11-Dec-2020,172.794126,403000000.0,69636032820.57,,,,,,,,,,,,,,
10-Dec-2020,173.016495,404300000.0,69950568923.62,,,,,,,,,,,,,,
09-Dec-2020,172.774461,404300000.0,69852714609.39,,,,,,,,,,,,,,
08-Dec-2020,175.253182,404300000.0,70854861615.71,,,,,,,,,,,,,,
07-Dec-2020,174.485785,404300000.0,70544602956.46,,,,,,,,,,,,,,
04-Dec-2020,172.901251,405300000.0,70076877122.12,,,,,,,,,,,,,,
03-Dec-2020,171.903625,407600000.0,70067918465.32,,,,,,,,,,,,,,
02-Dec-2020,170.990457,408100000.0,69781205656.53,,,,,,,,,,,,,,
01-Dec-2020,169.880191,408100000.0,69328106012.04,,,,,,,,,,,,,,
30-Nov-2020,165.358416,409300000.0,67681199678.47,,,,,,,,,,,,,,
27-Nov-2020,166.935898,409300000.0,68326862955.01,,,,,,,,,,,,,,
25-Nov-2020,169.839593,409300000.0,69515345595.01,,,,,,,,,,,,,,
24-Nov-2020,168.846631,411000000.0,69395965430.30,,,,,,,,,,,,,,
23-Nov-2020,172.658831,415600000.0,71757010228.12,,,,,,,,,,,,,,
20-Nov-2020,175.996285,418000000.0,73566447258.66,,,,,,,,,,,,,,
19-Nov-2020,174.276050,417000000.0,72673112981.62,,,,,,,,,,,,,,
18-Nov-2020,176.037664,417600000.0,73513328371.03,,,,,,,,,,,,,,
17-Nov-2020,177.254960,420100000.0,74464808721.66,,,,,,,,,,,,,,
16-Nov-2020,176.933004,422700000.0,74789580593.44,,,,,,,,,,,,,,
13-Nov-2020,177.436415,422700000.0,75002372613.63,,,,,,,,,,,,,,
12-Nov-2020,175.931530,424500000.0,74682934416.82,,,,,,,,,,,,,,
11-Nov-2020,174.628478,424900000.0,74199640406.06,,,,,,,,,,,,,,
10-Nov-2020,176.296817,428000000.0,75455037691.22,,,,,,,,,,,,,,
09-Nov-2020,175.228482,428000000.0,74997790179.36,,,,,,,,,,,,,,
06-Nov-2020,182.134776,431600000.0,78609369247.80,,,,,,,,,,,,,,
05-Nov-2020,181.916147,428900000.0,78023835358.82,,,,,,,,,,,,,,
04-Nov-2020,178.322422,428900000.0,76482486879.02,,,,,,,,,,,,,,
03-Nov-2020,179.089522,430100000.0,77026403379.09,,,,,,,,,,,,,,
02-Nov-2020,177.364040,430100000.0,76284273418.46,,,,,,,,,,,,,,
30-Oct-2020,176.614097,430700000.0,76067691780.40,,,,,,,,,,,,,,
29-Oct-2020,175.531686,430900000.0,75636603690.11,,,,,,,,,,,,,,
28-Oct-2020,175.500751,430900000.0,75623273656.32,,,,,,,,,,,,,,
27-Oct-2020,178.858978,433800000.0,77589024702.02,,,,,,,,,,,,,,
26-Oct-2020,178.180289,432800000.0,77116428977.83,,,,,,,,,,,,,,
23-Oct-2020,178.674348,432800000.0,77330257612.56,,,,,,,,,,,,,,
22-Oct-2020,178.422822,433400000.0,77328451256.63,,,,,,,,,,,,,,
21-Oct-2020,180.602854,434700000.0,78508060517.52,,,,,,,,,,,,,,
20-Oct-2020,178.187357,434900000.0,77493681434.30,,,,,,,,,,,,,,
19-Oct-2020,178.865264,435900000.0,77967368425.39,,,,,,,,,,,,,,
16-Oct-2020,178.819508,435800000.0,77929541481.81,,,,,,,,,,,,,,
15-Oct-2020,177.586913,437000000.0,77605480872.89,,,,,,,,,,,,,,
14-Oct-2020,179.293384,437500000.0,78440855396.66,,,,,,,,,,,,,,
13-Oct-2020,177.534476,437400000.0,77653579672.56,,,,,,,,,,,,,,
12-Oct-2020,180.748254,437400000.0,79059286105.33,,,,,,,,,,,,,,
09-Oct-2020,180.542886,435300000.0,78590318403.09,,,,,,,,,,,,,,
08-Oct-2020,177.182764,435300000.0,77127657228.05,,,,,,,,,,,,,,
07-Oct-2020,176.907661,435300000.0,77007904951.73,,,,,,,,,,,,,,
06-Oct-2020,179.623698,435300000.0,78190195775.81,,,,,,,,,,,,,,
05-Oct-2020,179.268796,436700000.0,78286683213.35,,,,,,,,,,,,,,
02-Oct-2020,178.659544,436700000.0,78020622965.94,,,,,,,,,,,,,,
01-Oct-2020,178.562893,436900000.0,78014128043.04,,,,,,,,,,,,,,
30-Sep-2020,177.146757,434400000.0,76952551041.69,,,,,,,,,,,,,,
29-Sep-2020,176.871648,434400000.0,76833043818.97,,,,,,,,,,,,,,
28-Sep-2020,175.028181,434400000.0,76032241844.47,,,,,,,,,,,,,,
25-Sep-2020,174.601908,433700000.0,75724847557.60,,,,,,,,,,,,,,
24-Sep-2020,174.796339,433800000.0,75826651896.15,,,,,,,,,,,,,,
23-Sep-2020,175.892342,433800000.0,76302097936.61,,,,,,,,,,,,,,
22-Sep-2020,178.955838,437600000.0,78311074798.17,,,,,,,,,,,,,,
21-Sep-2020,179.272404,437800000.0,78485458288.28,,,,,,,,,,,,,,
18-Sep-2020,183.175782,431300000.0,79003714778.75,,,,,,,,,,,,,,
17-Sep-2020,181.806642,426900000.0,77613255602.51,,,,,,,,,,,,,,
16-Sep-2020,184.208127,427100000.0,78675291012.28,,,,,,,,,,,,,,
15-Sep-2020,183.040913,427100000.0,78176774078.96,,,,,,,,,,,,,,
14-Sep-2020,183.921309,427100000.0,78552791198.16,,,,,,,,,,,,,,
11-Sep-2020,182.865726,427100000.0,78101951634.07,,,,,,,,,,,,,,
10-Sep-2020,184.638604,428800000.0,79173033549.28,,,,,,,,,,,,,,
09-Sep-2020,182.850953,428800000.0,78406488843.30,,,,,,,,,,,,,,
08-Sep-2020,179.447411,427800000.0,76767602227.92,,,,,,,,,,,,,,
07-Sep-2020,180.897376,427800000.0,77387897251.41,,,,,,,,,,,,,,
04-Sep-2020,180.897376,427800000.0,77387897251.41,,,,,,,,,,,,,,
03-Sep-2020,182.228687,427800000.0,77957432727.83,,,,,,,,,,,,,,
02-Sep-2020,182.850722,427800000.0,78223538989.65,,,,,,,,,,,,,,
01-Sep-2020,185.229553,428000000.0,79278248778.90,,,,,,,,,,,,,,
31-Aug-2020,183.822389,428300000.0,78731129079.34,,,,,,,,,,,,,,
28-Aug-2020,183.828416,428300000.0,78733710484.26,,,,,,,,,,,,,,
27-Aug-2020,180.683236,428300000.0,77386630100.39,,,,,,,,,,,,,,
26-Aug-2020,181.540119,428500000.0,77789940910.43,,,,,,,,,,,,,,
25-Aug-2020,179.494080,427400000.0,76715769974.14,,,,,,,,,,,,,,
24-Aug-2020,182.577468,428600000.0,78252702780.90,,,,,,,,,,,,,,
21-Aug-2020,180.742074,428600000.0,77466052992.22,,,,,,,,,,,,,,
20-Aug-2020,181.007098,428600000.0,77579642233.10,,,,,,,,,,,,,,
19-Aug-2020,186.068064,428600000.0,79748772052.18,,,,,,,,,,,,,,
18-Aug-2020,188.677096,428600000.0,80867003409.59,,,,,,,,,,,,,,
17-Aug-2020,185.306500,428600000.0,79422365915.06,,,,,,,,,,,,,,
14-Aug-2020,182.672636,427200000.0,78037750256.78,,,,,,,,,,,,,,
13-Aug-2020,182.627660,428500000.0,78255952254.76,,,,,,,,,,,,,,
12-Aug-2020,181.469424,428000000.0,77668913247.29,,,,,,,,,,,,,,
11-Aug-2020,182.199487,430500000.0,78436879272.91,,,,,,,,,,,,,,
10-Aug-2020,192.054731,431800000.0,82929232702.89,,,,,,,,,,,,,,
07-Aug-2020,190.806437,431800000.0,82390219670.40,,,,,,,,,,,,,,
06-Aug-2020,194.191608,433800000.0,84240319476.20,,,,,,,,,,,,,,
05-Aug-2020,192.408213,433800000.0,83466682811.25,,,,,,,,,,,,,,
04-Aug-2020,185.808583,430300000.0,79953433205.29,,,,,,,,,,,,,,
03-Aug-2020,183.992196,427100000.0,78583066753.95,,,,,,,,,,,,,,
31-Jul-2020,184.594984,424900000.0,78434408785.61,,,,,,,,,,,,,,
30-Jul-2020,183.915681,424900000.0,78145772873.26,,,,,,,,,,,,,,
29-Jul-2020,183.283357,424900000.0,77877098849.71,,,,,,,,,,,,,,
28-Jul-2020,182.345608,425300000.0,77551587156.29,,,,,,,,,,,,,,
27-Jul-2020,181.948205,422400000.0,76854922004.97,,,,,,,,,,,,,,
24-Jul-2020,178.707246,420400000.0,75128526013.12,,,,,,,,,,,,,,
23-Jul-2020,176.472580,419800000.0,74083189155.72,,,,,,,,,,,,,,
22-Jul-2020,174.040541,419100000.0,72940390631.07,,,,,,,,,,,,,,
21-Jul-2020,173.116782,417300000.0,72241633243.13,,,,,,,,,,,,,,
20-Jul-2020,170.590724,414600000.0,70726914350.79,,,,,,,,,,,,,,
17-Jul-2020,169.816301,412900000.0,70117150511.08,,,,,,,,,,,,,,
16-Jul-2020,169.851048,412900000.0,70131497756.14,,,,,,,,,,,,,,
15-Jul-2020,169.561579,412900000.0,70011976000.39,,,,,,,,,,,,,,
14-Jul-2020,169.309697,412900000.0,69907974000.13,,,,,,,,,,,,,,
13-Jul-2020,169.837813,411900000.0,69956195163.00,,,,,,,,,,,,,,
10-Jul-2020,169.429878,410700000.0,69584850962.50,,,,,,,,,,,,,,
09-Jul-2020,170.277768,410700000.0,69933079217.32,,,,,,,,,,,,,,
08-Jul-2020,170.185625,411300000.0,69997347387.74,,,,,,,,,,,,,,
07-Jul-2020,168.161693,410200000.0,68979926440.51,,,,,,,,,,,,,,
06-Jul-2020,168.008423,407500000.0,68463432543.64,,,,,,,,,,,,,,
03-Jul-2020,167.033375,407500000.0,68066100366.39,,,,,,,,,,,,,,
02-Jul-2020,167.033375,407500000.0,68066100366.39,,,,,,,,,,,,,,
01-Jul-2020,166.433570,404300000.0,67289092501.62,,,,,,,,,,,,,,
30-Jun-2020,166.158075,403200000.0,66994935892.21,,,,,,,,,,,,,,
29-Jun-2020,166.488907,403200000.0,67128327678.25,,,,,,,,,,,,,,
26-Jun-2020,164.238201,403200000.0,66220842691.13,,,,,,,,,,,,,,
25-Jun-2020,165.081340,402000000.0,66362698614.47,,,,,,,,,,,,,,
24-Jun-2020,165.976190,402500000.0,66805416552.03,,,,,,,,,,,,,,
23-Jun-2020,166.245918,399900000.0,66481742792.07,,,,,,,,,,,,,,
22-Jun-2020,165.585000,398800000.0,66035297836.68,,,,,,,,,,,,,,
19-Jun-2020,163.042832,396500000.0,64646482955.06,,,,,,,,,,,,,,
18-Jun-2020,161.611029,388600000.0,62802045817.30,,,,,,,,,,,,,,
17-Jun-2020,162.068722,388600000.0,62979905442.36,,,,,,,,,,,,,,
16-Jun-2020,161.647468,388600000.0,62816206197.37,,,,,,,,,,,,,,
15-Jun-2020,160.765583,388600000.0,62473505378.47,,,,,,,,,,,,,,
12-Jun-2020,162.937730,388600000.0,63317601740.27,,,,,,,,,,,,,,
11-Jun-2020,163.386037,388200000.0,63426459550.20,,,,,,,,,,,,,,
10-Jun-2020,161.864931,386300000.0,62528422890.39,,,,,,,,,,,,,,
09-Jun-2020,161.062686,384500000.0,61928602902.26,,,,,,,,,,,,,,
08-Jun-2020,158.887498,384800000.0,61139909130.19,,,,,,,,,,,,,,
05-Jun-2020,158.243841,385700000.0,61034649360.74,,,,,,,,,,,,,,
04-Jun-2020,159.806575,387100000.0,61861125233.56,,,,,,,,,,,,,,
03-Jun-2020,160.306715,387500000.0,62118851914.58,,,,,,,,,,,,,,
02-Jun-2020,163.769011,386100000.0,63231215112.10,,,,,,,,,,,,,,
01-Jun-2020,162.684679,385800000.0,62763748979.02,,,,,,,,,,,,,,
29-May-2020,162.511339,384000000.0,62404354161.35,,,,,,,,,,,,,,
28-May-2020,161.445797,382800000.0,61801451264.02,,,,,,,,,,,,,,
27-May-2020,159.308224,382600000.0,60951326690.73,,,,,,,,,,,,,,
26-May-2020,161.722011,381800000.0,61745463883.37,,,,,,,,,,,,,,
25-May-2020,162.979813,381800000.0,62225692437.72,,,,,,,,,,,,,,
22-May-2020,162.979813,381800000.0,62225692437.72,,,,,,,,,,,,,,
21-May-2020,162.168174,380300000.0,61672556633.94,,,,,,,,,,,,,,
20-May-2020,164.370411,380300000.0,62510067384.63,,,,,,,,,,,,,,
19-May-2020,163.398925,380800000.0,62222310805.07,,,,,,,,,,,,,,
18-May-2020,163.095091,380800000.0,62106610736.57,,,,,,,,,,,,,,
15-May-2020,163.161564,380800000.0,62131923592.42,,,,,,,,,,,,,,
14-May-2020,162.810708,377700000.0,61493604539.03,,,,,,,,,,,,,,
13-May-2020,160.630824,373400000.0,59979549864.93,,,,,,,,,,,,,,
12-May-2020,160.068356,370500000.0,59305325970.00,,,,,,,,,,,,,,
11-May-2020,160.103029,369500000.0,59158069076.99,,,,,,,,,,,,,,
08-May-2020,160.230566,369700000.0,59237240356.57,,,,,,,,,,,,,,
07-May-2020,160.232317,369700000.0,59237887765.18,,,,,,,,,,,,,,
06-May-2020,159.053540,367700000.0,58483986622.37,,,,,,,,,,,,,,
05-May-2020,159.812510,367900000.0,58795022301.19,,,,,,,,,,,,,,
04-May-2020,160.712588,366300000.0,58869021031.75,,,,,,,,,,,,,,
01-May-2020,158.568396,365000000.0,57877464539.79,,,,,,,,,,,,,,
30-Apr-2020,160.122228,361100000.0,57820136562.66,,,,,,,,,,,,,,
29-Apr-2020,160.180418,361100000.0,57841148954.80,,,,,,,,,,,,,,
28-Apr-2020,159.072183,361100000.0,57440965172.53,,,,,,,,,,,,,,
27-Apr-2020,161.275085,358300000.0,57784862903.94,,,,,,,,,,,,,,
24-Apr-2020,161.369738,358300000.0,57818777165.70,,,,,,,,,,,,,,
23-Apr-2020,163.285764,356300000.0,58178717771.43,,,,,,,,,,,,,,
22-Apr-2020,160.870028,356300000.0,57317991015.37,,,,,,,,,,,,,,
21-Apr-2020,158.190873,353200000.0,55873016314.64,,,,,,,,,,,,,,
20-Apr-2020,158.582981,351900000.0,55805350929.14,,,,,,,,,,,,,,
17-Apr-2020,159.185521,349200000.0,55587583985.22,,,,,,,,,,,,,,
16-Apr-2020,162.663050,349200000.0,56801937062.50,,,,,,,,,,,,,,
15-Apr-2020,161.644197,349200000.0,56446153544.71,,,,,,,,,,,,,,
14-Apr-2020,163.833031,347800000.0,56981128210.14,,,,,,,,,,,,,,
13-Apr-2020,158.073186,345100000.0,54551056391.19,,,,,,,,,,,,,,
10-Apr-2020,158.080096,339800000.0,53715616707.47,,,,,,,,,,,,,,
09-Apr-2020,158.080096,339800000.0,53715616707.47,,,,,,,,,,,,,,
08-Apr-2020,154.991698,337900000.0,52371694617.37,,,,,,,,,,,,,,
07-Apr-2020,155.129790,336900000.0,52263226181.81,,,,,,,,,,,,,,
06-Apr-2020,155.042093,336300000.0,52140655832.44,,,,,,,,,,,,,,
03-Apr-2020,151.734875,334500000.0,50755315843.95,,,,,,,,,,,,,,
02-Apr-2020,152.084695,332100000.0,50507327215.88,,,,,,,,,,,,,,
01-Apr-2020,148.298923,331000000.0,49086943466.56,,,,,,,,,,,,,,
31-Mar-2020,151.349313,330400000.0,50005812860.31,,,,,,,,,,,,,,
30-Mar-2020,152.230782,329500000.0,50160042640.17,,,,,,,,,,,,,,
27-Mar-2020,152.141673,329600000.0,50145895505.31,,,,,,,,,,,,,,
26-Mar-2020,153.790054,325800000.0,50104799693.52,,,,,,,,,,,,,,
25-Mar-2020,151.029950,324300000.0,48979012722.51,,,,,,,,,,,,,,
24-Mar-2020,151.059826,319800000.0,48308933652.44,,,,,,,,,,,,,,
23-Mar-2020,143.500624,315700000.0,45303146956.94,,,,,,,,,,,,,,
20-Mar-2020,140.588184,310300000.0,43624513376.80,,,,,,,,,,,,,,
19-Mar-2020,138.693624,315100000.0,43702360961.65,,,,,,,,,,,,,,
18-Mar-2020,140.948812,315600000.0,44483444949.89,,,,,,,,,,,,,,
17-Mar-2020,144.526110,317700000.0,45915945161.15,,,,,,,,,,,,,,
16-Mar-2020,139.963893,317700000.0,44466528879.85,,,,,,,,,,,,,,
13-Mar-2020,147.035453,318300000.0,46801387275.12,,,,,,,,,,,,,,
12-Mar-2020,147.780675,322500000.0,47659267578.06,,,,,,,,,,,,,,
11-Mar-2020,155.599626,325600000.0,50663238252.46,,,,,,,,,,,,,,
10-Mar-2020,155.784876,328600000.0,51190910174.56,,,,,,,,,,,,,,
09-Mar-2020,157.367923,329200000.0,51805520183.92,,,,,,,,,,,,,,
06-Mar-2020,158.422632,326400000.0,51709147154.98,,,,,,,,,,,,,,
05-Mar-2020,156.160579,323600000.0,50533563503.51,,,,,,,,,,,,,,
04-Mar-2020,154.491502,319200000.0,49313687369.36,,,,,,,,,,,,,,
03-Mar-2020,152.012899,319200000.0,48522517379.25,,,,,,,,,,,,,,
02-Mar-2020,150.522619,318000000.0,47866192731.43,,,,,,,,,,,,,,
28-Feb-2020,151.487688,319100000.0,48339721162.18,,,,,,,,,,,,,,
27-Feb-2020,155.456868,319100000.0,49606286738.19,,,,,,,,,,,,,,
26-Feb-2020,153.848967,319600000.0,49170129938.53,,,,,,,,,,,,,,
25-Feb-2020,155.300228,321100000.0,49866903312.70,,,,,,,,,,,,,,
24-Feb-2020,157.311574,319000000.0,50182391959.35,,,,,,,,,,,,,,
21-Feb-2020,154.648124,319000000.0,49332751617.45,,,,,,,,,,,,,,
20-Feb-2020,152.362487,319000000.0,48603633269.14,,,,,,,,,,,,,,
19-Feb-2020,150.971046,318200000.0,48038986932.23,,,,,,,,,,,,,,
18-Feb-2020,149.621948,317600000.0,47519930706.95,,,,,,,,,,,,,,
17-Feb-2020,148.833073,315600000.0,46971717887.17,,,,,,,,,,,,,,
14-Feb-2020,148.833073,315600000.0,46971717887.17,,,,,,,,,,,,,,
13-Feb-2020,148.236981,315000000.0,46694649026.93,,,,,,,,,,,,,,
12-Feb-2020,147.170238,315000000.0,46358624881.03,,,,,,,,,,,,,,
11-Feb-2020,147.811923,315000000.0,46560755717.36,,,,,,,,,,,,,,
10-Feb-2020,148.067687,312900000.0,46330379157.55,,,,,,,,,,,,,,
07-Feb-2020,148.020769,312900000.0,46315698733.47,,,,,,,,,,,,,,
06-Feb-2020,147.142281,312500000.0,45981962736.07,,,,,,,,,,,,,,
05-Feb-2020,146.202599,312500000.0,45688312091.12,,,,,,,,,,,,,,
04-Feb-2020,146.679706,311600000.0,45705396445.72,,,,,,,,,,,,,,
03-Feb-2020,148.225539,311600000.0,46187077789.66,,,,,,,,,,,,,,
31-Jan-2020,149.120236,308400000.0,45988680870.17,,,,,,,,,,,,,,
30-Jan-2020,148.561610,308500000.0,45831256716.70,,,,,,,,,,,,,,
29-Jan-2020,148.111263,308500000.0,45692324504.18,,,,,,,,,,,,,,
28-Jan-2020,148.164670,307100000.0,45501370083.66,,,,,,,,,,,,,,
27-Jan-2020,148.740670,307100000.0,45678259727.49,,,,,,,,,,,,,,
24-Jan-2020,147.257774,307500000.0,45281765586.14,,,,,,,,,,,,,,
23-Jan-2020,147.127559,307500000.0,45241724267.89,,,,,,,,,,,,,,
22-Jan-2020,146.564202,306900000.0,44980553513.36,,,,,,,,,,,,,,
21-Jan-2020,146.038503,306900000.0,44819216586.23,,,,,,,,,,,,,,
17-Jan-2020,146.638123,306900000.0,45003239813.03,,,,,,,,,,,,,,
16-Jan-2020,146.352534,300300000.0,43949665862.43,,,,,,,,,,,,,,
15-Jan-2020,145.831539,299900000.0,43734878394.79,,,,,,,,,,,,,,
14-Jan-2020,145.465903,298600000.0,43436118743.75,,,,,,,,,,,,,,
13-Jan-2020,145.919467,298600000.0,43571552926.97,,,,,,,,,,,,,,
10-Jan-2020,146.272656,298600000.0,43677015062.96,,,,,,,,,,,,,,
09-Jan-2020,146.005808,301100000.0,43962348788.27,,,,,,,,,,,,,,
08-Jan-2020,148.004265,302700000.0,44800890912.41,,,,,,,,,,,,,,
07-Jan-2020,147.619698,305900000.0,45156865764.00,,,,,,,,,,,,,,
06-Jan-2020,148.115815,305900000.0,45308627924.57,,,,,,,,,,,,,,
03-Jan-2020,145.827066,305600000.0,44564751422.09,,,,,,,,,,,,,,
02-Jan-2020,143.789421,305600000.0,43942046964.94,,,,,,,,,,,,,,
31-Dec-2019,143.406375,304900000.0,43724603828.57,,,,,,,,,,,,,,
30-Dec-2019,142.630865,304900000.0,43488150639.12,,,,,,,,,,,,,,
27-Dec-2019,142.329413,304900000.0,43396237993.26,,,,,,,,,,,,,,
26-Dec-2019,140.385918,304600000.0,42761550710.36,,,,,,,,,,,,,,
24-Dec-2019,140.388987,303400000.0,42594018617.99,,,,,,,,,,,,,,
23-Dec-2019,139.566346,302400000.0,42204862964.68,,,,,,,,,,,,,,
20-Dec-2019,139.278922,302400000.0,42117945975.11,,,,,,,,,,,,,,
19-Dec-2019,139.063804,301500000.0,41927736763.90,,,,,,,,,,,,,,
18-Dec-2019,138.815716,301500000.0,41852938313.48,,,,,,,,,,,,,,
17-Dec-2019,138.982068,300600000.0,41778009709.07,,,,,,,,,,,,,,
16-Dec-2019,139.181389,302500000.0,42102370248.19,,,,,,,,,,,,,,
13-Dec-2019,138.121566,302500000.0,41781773616.97,,,,,,,,,,,,,,
12-Dec-2019,138.236105,302500000.0,41816421760.91,,,,,,,,,,,,,,
11-Dec-2019,138.143424,302500000.0,41788385853.03,,,,,,,,,,,,,,
10-Dec-2019,137.970680,302400000.0,41722333583.66,,,,,,,,,,,,,,
