,count,mean,std,min,25%,50%,75%,max,skew,kurtosis_excess
NFLX_AdjClose,4792.0,148.2815122410267,177.09011866323127,1.29,6.48499975,54.200714000000005,294.09000375,691.690002,1.0637465531974828,-0.1373134987160296
GLD_NAV,4792.0,122.04448675000002,38.93080228794211,41.072243,97.053055,121.98633799999999,157.022896,194.191608,-0.3227670606105079,-0.7190771131004787
NFLX_logret,4792.0,0.001166176876686052,0.03249706741829729,-0.4325784129377048,-0.013498027373738064,0.0004196653074842738,0.015817526049745068,0.3522296435190855,-0.8053005300161744,23.239875847370907
GLD_logret,4792.0,0.00030161635013323273,0.011124308540320349,-0.09602072660399674,-0.005039798144979901,0.0002182098152068157,0.0059393245974401765,0.06841629284695472,-0.3667942877636068,5.2120148009638285
